sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Total deaths","Total affected","Total damage ('000 US$)","Disaster name","Disaster No."
09/11/2001,09/11/2001,"Bahamas (the)",BHS,"New Providence island (Administrative unit not available)",,,,Kph,Storm,"Tropical cyclone",--,0,0,300000,Michelle,2001-0671
02/09/2004,03/09/2004,"Bahamas (the)",BHS,"Abacos, Andros, Berry Islands, Bimini, Eleuthera, Grand Bahama, New Providence islands (Administrative unit not available)",,,,Kph,Storm,"Tropical cyclone",--,2,8000,1000000,Frances,2004-0455
25/08/2004,08/09/2004,"Bahamas (the)",BHS,,,,,Kph,Storm,"Tropical cyclone",--,1,0,0,Ivan,2004-0462
25/09/2004,25/09/2004,"Bahamas (the)",BHS,"Abaco, Andros, Berry, Bimini, Eleuthera, Exuma, Grand Bahama, New Providence Islands (Administrative unit not available)",,,,Kph,Storm,"Tropical cyclone",Flood,9,1000,550000,Jeanne,2004-0473
19/10/2005,25/10/2005,"Bahamas (the)",BHS,,,,,Kph,Storm,"Tropical cyclone",--,1,1500,0,"Hurricane ""Wilma""",2005-0585
28/10/2007,02/11/2007,"Bahamas (the)",BHS,"Abaco, Long Island, Exuma, Cat Island, Andros, New Providence islands (Administrative unit not available)",18.53,-70.06,,Kph,Storm,"Tropical cyclone",Flood,1,7000,0,Noel,2007-0523
26/08/2008,26/08/2008,"Bahamas (the)",BHS,,,,,Kph,Storm,"Tropical cyclone",Flood,0,0,0,"Hurricane ""Gustav""",2008-0352
07/09/2008,07/09/2008,"Bahamas (the)",BHS,"Great Inagua, Mayaguana, Acklins, Crooked, Raaged Islands (Administrative unit not available)",,,215,Kph,Storm,"Tropical cyclone",--,0,3000,0,"Hurricane Ike",2008-0384
23/08/2011,26/08/2011,"Bahamas (the)",BHS,,,,,Kph,Storm,"Tropical cyclone",--,0,10000,40000,"Hurricane Irene",2011-0328
24/10/2012,24/10/2012,"Bahamas (the)",BHS,,,,,Kph,Storm,"Tropical cyclone",--,1,0,0,"Hurricane Sandy",2012-0410
22/05/2013,22/05/2013,"Bahamas (the)",BHS,"New Providence region (Administrative unit not available)",,,,Km2,Flood,"Riverine flood",Lightening,0,1000,45000,,2013-0187
01/10/2015,04/10/2015,"Bahamas (the)",BHS,"Exuma, Long Island, Mayaguana, Rum Cay, San Salvador, Samana Cay, Crooked Isl., Ragged Islands (Administrative unit not available)",,,,Kph,Storm,"Tropical cyclone",Flood,33,6710,90000,"Hurricane Joaquin",2015-0479
28/09/2016,10/10/2016,"Bahamas (the)",BHS,"New Providence, Nassau",,,,Kph,Storm,"Extra-tropical storm",Flood,0,0,600000,"Hurricane Matthew",2016-0355
08/09/2017,09/09/2017,"Bahamas (the)",BHS,,,,,Kph,Storm,"Tropical cyclone",--,0,0,2000,"Hurricane 'Irma'",2017-0381
22/09/1955,22/09/1955,Barbados,BRB,,,,,Kph,Storm,"Tropical cyclone",--,57,0,0,Janet,1955-0011
02/10/1970,02/10/1970,Barbados,BRB,"Entire Isl.",,,,Km2,Flood,--,--,3,210,500,,1970-0054
31/07/1980,11/08/1980,Barbados,BRB,,,,270,Kph,Storm,"Tropical cyclone",--,0,5007,1500,Allen,1980-0306
03/10/1984,03/10/1984,Barbados,BRB,,,,,Km2,Flood,--,--,0,100,0,,1984-0165
//1987,//1987,Barbados,BRB,,,,,Kph,Storm,"Tropical cyclone",--,0,230,100000,Emily,1987-0535
18/09/1995,18/09/1995,Barbados,BRB,,,,,Kph,Storm,"Tropical cyclone",--,0,0,0,Marylin,1995-0213
24/09/2002,24/09/2002,Barbados,BRB,"St. Andrew, St. George, St. James, St. John, St. Joseph, St. Lucy, St. Michael, St. Peter, St. Philip, St. Thomas, Christ Church provinces",,,110,Kph,Storm,"Tropical cyclone",--,0,2000,200,Lili,2002-0617
08/09/2004,08/09/2004,Barbados,BRB,"St. Andrew, St. George, St. James, St. John, St. Joseph, St. Lucy, St. Michael, St. Peter, St. Philip, St. Thomas, Christ Church provinces",,,220,Kph,Storm,"Tropical cyclone",Surge,1,880,5000,Ivan,2004-0462
29/11/2007,29/11/2007,Barbados,BRB,"Bridgetown (St. Michael Province)",14.944,-61.274,7.4,Richter,Earthquake,"Ground movement","Slide (land, mud, sn",0,1,0,,2007-0572
29/10/2010,29/10/2010,Barbados,BRB,"St. John, St. Andrew, St. Joseph, St. Michael, St. George provinces",,,,Kph,Storm,"Tropical cyclone",--,0,2500,0,"Hurricane Tomas",2010-0571
/01/2010,/06/2010,Barbados,BRB,"Christ Church, St. Andrew, St. George, St. James, St. John, St. Joseph, St. Lucy, St. Michael, St. Peter, St. Phillip, St. Tomas provinces",,,,Km2,Drought,Drought,--,0,0,0,,2010-9077
08/09/2018,09/09/2018,Barbados,BRB,,,,,Kph,Storm,"Tropical cyclone",--,1,0,0,"Hurricane 'Irma'",2017-0381
10/09/1931,10/09/1931,Belize,BLZ,"Belize city",,,,Kph,Storm,"Tropical cyclone",--,1500,0,7500,,1931-0009
28/09/1955,28/09/1955,Belize,BLZ,"Corozal area",,,,Kph,Storm,"Tropical cyclone",--,16,0,5000,Janet,1955-0014
30/10/1961,31/10/1961,Belize,BLZ,"Belize city   other towns",,,,Kph,Storm,"Tropical cyclone",--,275,0,60000,Hattie,1961-0013
02/09/1974,02/09/1974,Belize,BLZ,"Coast, Southern",,,,Kph,Storm,"Tropical cyclone",--,0,70000,4000,"Carmen & Fifi",1974-0046
18/09/1978,18/09/1978,Belize,BLZ,"South, Central coasts",,,193,Kph,Storm,"Tropical cyclone",--,5,6000,6000,Greta,1978-0117
/12/1979,/12/1979,Belize,BLZ,"Belize and Sibun R.",,,,Km2,Flood,--,--,0,17000,0,,1979-0109
//1990,//1990,Belize,BLZ,,,,,°C,"Extreme temperature ","Cold wave",--,0,0,2250,,1990-0641
20/05/1990,20/05/1990,Belize,BLZ,,,,,Km2,Flood,--,--,0,0,2200,,1990-0642
/10/1995,/10/1995,Belize,BLZ,,,,,Km2,Flood,--,--,0,2600,500,,1995-0460
25/10/1998,03/11/1998,Belize,BLZ,,,,270,Kph,Storm,"Tropical cyclone",--,9,60000,50,Mitch,1998-0377
30/09/2000,03/10/2000,Belize,BLZ,"San Pedro and Belize cities, Cay Caulker and Ambergris Caye islands (Belize province), Corozal, Cayo, Orange Walk provinces",,,215,Kph,Storm,"Tropical cyclone",--,14,62570,277460,Keith,2000-0642
08/10/2001,11/10/2001,Belize,BLZ,"Toledo, Stann Creek provinces",,,233,Kph,Storm,"Tropical cyclone",--,30,20000,250000,Iris,2001-0553
21/08/2001,21/08/2001,Belize,BLZ,"Belize, Corozal, Orange Walk provinces",,,100,Kph,Storm,"Tropical cyclone",--,0,0,0,Chantal,2001-0736
21/10/2005,21/10/2005,Belize,BLZ,"Belize, Cayo, Corozal, Orange Walk, Stann Creek, Toledo provinces",,,,Kph,Storm,"Tropical cyclone",--,0,0,0,"Hurricane ""Wilma""",2005-0585
14/11/2005,21/11/2005,Belize,BLZ,"Belize, Cayo, Corozal, Orange Walk, Stann Creek, Toledo provinces",,,,Kph,Storm,"Tropical cyclone",--,3,0,0,Gamma,2005-0640
21/08/2007,21/08/2007,Belize,BLZ,"Corozal, Sarteneja, Consejo cities (Corazal province)",,,,Kph,Storm,"Tropical cyclone",--,0,20000,14847,Dean,2007-0360
31/05/2008,05/06/2008,Belize,BLZ,"Corozal, Orange Walk, Stann Creek provinces",17.3,-88.1,,Kph,Storm,"Tropical cyclone",Flood,7,10000,0,Arthur,2008-0233
19/10/2008,12/11/2008,Belize,BLZ,"Bullet Tree Falls, Calla Creek, Santa Familia, Branch Mouth, Spanish Lookout, Blackman Eddy, Roaring Creek cities (Cayo province), Belize, Corozal, Orange Walk provinces",15.86,-89.28,,Km2,Flood,"Riverine flood",--,1,38000,9697,"Tropical Depression Sixteen",2008-0484
25/09/2010,25/09/2010,Belize,BLZ,"Toledo, Stann Creek provinces",,,,Kph,Storm,"Tropical cyclone",--,0,0,0,"Tropical storm Matthew",2010-0503
15/10/2015,19/10/2015,Belize,BLZ,"Belize city (Belize province), Orange walk, Corozal provinces",,,,Km2,Flood,--,--,0,20000,0,,2015-0511
04/08/2016,04/08/2016,Belize,BLZ,"San Pedro, Caye Caulker, Belize city, Ladyville, (Belize province), Orange Walk province, Belmopan (Cayo province)",,,110,Kph,Storm,"Tropical cyclone",--,0,10355,0,"Tropical storm Earl",2016-0284
12/10/1948,12/10/1948,Bermuda,BMU,,,,,Kph,Storm,"Tropical cyclone",--,0,0,0,,1948-0013
/01/1985,/01/1985,Bermuda,BMU,"South East",,,,Kph,Storm,--,--,0,0,2000,,1985-0225
/01/1986,/01/1986,Bermuda,BMU,"South East",,,,Kph,Storm,"Convective storm",--,0,0,1500,,1986-0018
25/09/1987,25/09/1987,Bermuda,BMU,,,,,Kph,Storm,"Tropical cyclone",--,0,40,50000,Emily,1987-0164
08/08/1989,08/08/1989,Bermuda,BMU,,,,,Kph,Storm,"Tropical cyclone",--,0,0,0,Dean,1989-0108
05/09/2003,06/09/2003,Bermuda,BMU,,,,240,Kph,Storm,"Tropical cyclone",Rain,4,0,300000,Fabian,2003-0448
22/12/1965,22/12/1965,"Bolivia (Plurinational State of)",BOL,Cangalli,,,,Km2,Flood,"Flash flood",--,40,500,100,,1965-0071
/02/1966,/02/1966,"Bolivia (Plurinational State of)",BOL,,,,,Km2,Flood,"Riverine flood",--,0,5500,500,,1966-0025
29/06/1966,29/06/1966,"Bolivia (Plurinational State of)",BOL,"Puerto Grether, Bermejo, Vicchoca, Totora",,,,Km2,Flood,--,--,14,600,118,,1966-0053
11/02/1968,11/02/1968,"Bolivia (Plurinational State of)",BOL,"Rio Grande Valley",,,,Km2,Flood,--,--,24,26200,3000,,1968-0031
/02/1969,/02/1969,"Bolivia (Plurinational State of)",BOL,"Magdalena, Beni region",,,,Vaccinated,Epidemic,"Viral disease",--,16,24,0,"Bolivian haemorrhagic fever",1969-0048
/11/1969,/11/1969,"Bolivia (Plurinational State of)",BOL,"Cochabamba, Sucre",,,,Vaccinated,Epidemic,"Viral disease",--,2,53,0,Polio,1969-0108
/02/1974,/02/1974,"Bolivia (Plurinational State of)",BOL,"Beni, La Paz, Oruro",,,,Km2,Flood,--,--,31,18000,10500,,1974-0010
03/01/1977,03/01/1977,"Bolivia (Plurinational State of)",BOL,"Santa Cruz department",,,,Km2,Flood,--,--,10,90000,10000,,1977-0036
//1977,//1977,"Bolivia (Plurinational State of)",BOL,"Potosi department",,,,Km2,Drought,Drought,--,0,0,0,,1977-9005
/02/1978,/02/1978,"Bolivia (Plurinational State of)",BOL,,,,,Km2,Flood,--,--,0,63000,0,,1978-0030
/12/1978,/12/1978,"Bolivia (Plurinational State of)",BOL,Countrywide,,,,Km2,Flood,--,--,40,115000,0,,1978-0137
//1980,//1980,"Bolivia (Plurinational State of)",BOL,"Beni department",,,,Km2,Flood,--,--,0,15000,0,,1980-0004
/03/1982,/03/1982,"Bolivia (Plurinational State of)",BOL,"Beni, Santa Cruz departments",,,,Km2,Flood,--,--,0,30000,400000,,1982-0032
26/03/1982,26/03/1982,"Bolivia (Plurinational State of)",BOL,Tarisa,,,,Richter,Earthquake,"Ground movement",--,20,0,0,,1982-0396
17/03/1983,17/03/1983,"Bolivia (Plurinational State of)",BOL,"Santa Cruz, Beni department",,,,Km2,Flood,"Flash flood",--,250,50000,48400,,1983-0055
/04/1983,//1983,"Bolivia (Plurinational State of)",BOL,"Altiplano (High Plateaux)",,,,Km2,Drought,Drought,--,0,1583049,417200,,1983-9007
/12/1983,//1983,"Bolivia (Plurinational State of)",BOL,,,,,Km2,Drought,Drought,--,0,1500000,500000,,1983-9535
/01/1984,/01/1984,"Bolivia (Plurinational State of)",BOL,"La Paz",,,,Km2,Flood,--,--,0,3000,0,,1984-0007
25/02/1985,25/02/1985,"Bolivia (Plurinational State of)",BOL,"Bermeja (Tarija department)",,,69710,Km2,Flood,"Riverine flood",--,0,475,0,,1985-0167
06/01/1986,06/01/1986,"Bolivia (Plurinational State of)",BOL,"Santa Cruz, La Pazn Cochabamba",,,80,Km2,Flood,"Riverine flood",--,29,310000,50000,,1986-0003
/02/1987,/02/1987,"Bolivia (Plurinational State of)",BOL,"Villa Fatima, Nueva Esperanza, Tocopilla (Cochabamba department)",,,500,Km2,Flood,"Riverine flood",--,25,20000,0,,1987-0053
/10/1988,//1988,"Bolivia (Plurinational State of)",BOL,"Santa Cruz, La Paz, Chaco area",,,,Km2,Drought,Drought,--,0,0,48400,,1988-9449
01/01/1989,01/01/1989,"Bolivia (Plurinational State of)",BOL,Cochabamba,,,,Vaccinated,Epidemic,"Viral disease",--,67,97,0,"Yellow fever",1989-0020
//1990,//1990,"Bolivia (Plurinational State of)",BOL,"La paz, Oruro, Potosi, Cochabamba, Tarija departments",,,,Km2,Drought,Drought,"Water shortage",0,283160,0,,1990-9059
/01/1991,/01/1991,"Bolivia (Plurinational State of)",BOL,,,,,Vaccinated,Epidemic,"Bacterial disease",--,329,17665,0,Cholera,1991-0694
10/03/1992,11/03/1992,"Bolivia (Plurinational State of)",BOL,"Santa Cruz, Beni, Pando, Cochabamba departments",,,,Km2,Flood,"Riverine flood",--,4,40050,100000,,1992-0023
08/12/1992,08/12/1992,"Bolivia (Plurinational State of)",BOL,"llipi (Tipuani, la Paz department)",,,,,Landslide,Mudslide,--,49,600,400000,,1992-0161
01/01/1992,26/05/1992,"Bolivia (Plurinational State of)",BOL,"Santa Cruz",,,,Km2,Flood,"Riverine flood",--,0,0,100000,,1992-0552
/02/1994,/02/1994,"Bolivia (Plurinational State of)",BOL,"Caranari, Larecaja, Nor y Sud Yungas, J.M. Pando, Pacajes, Munecas, Villaroel, Camacho, Loayza (La Paz Dpt.), Chapare, Toraque, Carrasco, Campero, Ayopaya ( Cochabamba Dpt.)",,,,,Landslide,Landslide,--,0,165000,0,,1994-0043
09/06/1994,09/06/1994,"Bolivia (Plurinational State of)",BOL,"Arequipa, Cuzco provinces","13.841 ","67.553 W",7.5,Richter,Earthquake,"Ground movement","Slide (land, mud, sn",5,0,0,,1994-0058
/12/1994,//1994,"Bolivia (Plurinational State of)",BOL,Potosi,,,,Km2,Drought,Drought,--,0,50000,0,,1994-9692
09/04/1996,09/04/1996,"Bolivia (Plurinational State of)",BOL,"Mount Cotahuma (La Paz)",,,,,Landslide,Landslide,--,40,0,0,,1996-0065
01/02/1997,15/02/1997,"Bolivia (Plurinational State of)",BOL,"Beni, Santa Cruz, Cochabamba, Tarija, Potosi, Oruro, La Paz, Pando, Chuquisoca departments",,,689100,Km2,Flood,"Riverine flood",--,40,190000,35000,,1997-0022
01/01/1997,16/01/1997,"Bolivia (Plurinational State of)",BOL,"Yacuiba (Tarija province), Beni, Potosi, Santa Cruz provinces",,,,Vaccinated,Epidemic,"Bacterial disease",--,6,717,0,Cholera,1997-0536
/01/1997,/02/1997,"Bolivia (Plurinational State of)",BOL,"Cochabamba, Beni, Santa Cruz departments",,,,Vaccinated,Epidemic,"Viral disease",--,12,17,0,"Yellow fever",1997-0537
01/03/1997,04/03/1997,"Bolivia (Plurinational State of)",BOL,"La Paz, Pando, Beni states",,,365800,Km2,Flood,"Riverine flood",--,16,0,35000,,1997-0566
11/02/1998,11/02/1998,"Bolivia (Plurinational State of)",BOL,Mocotoro,,,,,Landslide,Landslide,--,60,23,0,,1998-0030
22/05/1998,22/05/1998,"Bolivia (Plurinational State of)",BOL,"Aiquile, Tortora","18.10 S","65.10 W",6.8,Richter,Earthquake,"Ground movement",--,95,18050,0,,1998-0169
//1998,31/03/1998,"Bolivia (Plurinational State of)",BOL,"La Paz, El Alto, Valles y Tropico de la Paz",,,,Vaccinated,Epidemic,"Bacterial disease",--,5,165,0,Cholera,1998-0570
15/03/1999,18/03/1999,"Bolivia (Plurinational State of)",BOL,"Rurrenabaque, San Buenaventura, San Carlos (Northeastern)",,,,Km2,Flood,"Riverine flood",--,0,1600,0,,1999-0120
13/08/1999,13/08/1999,"Bolivia (Plurinational State of)",BOL,"Ascension De Guarayos, San Ignacio De Moxos, Canandoa",,,1416,Km2,Wildfire,"Land fire (Brush, Bush, Pastur",--,3,6300,0,,1999-0273
/01/1999,/06/1999,"Bolivia (Plurinational State of)",BOL,"Santa Cruz department",,,,Vaccinated,Epidemic,--,--,33,68,0,"Yellow Fever",1999-0716
13/03/2000,15/03/2000,"Bolivia (Plurinational State of)",BOL,"Nuflo de Chavez, Obispo Santiesteban districts (Santa Cruz province), Bermejo town (Acre district, Tarija province), Avilez district (Tarija province), Gran Chaco district (Tarija province), Chuquisaca province",,,750,Km2,Flood,"Riverine flood",--,0,7000,0,,2000-0130
/07/2000,/07/2000,"Bolivia (Plurinational State of)",BOL,"Cochabamba, Santa Cruz, La Paz provinces",,,-9,°C,"Extreme temperature ","Cold wave",--,6,25277,0,,2000-0416
03/02/2000,03/02/2000,"Bolivia (Plurinational State of)",BOL,"Chuquisaca, Cochabamba, La Paz, Oruro, Potosi, Tarija provinces",,,,Km2,Flood,--,"Slide (land, mud, sn",30,10,0,,2000-0905
/04/2000,//2000,"Bolivia (Plurinational State of)",BOL,"Gran Chaco district (Tarija province)",,,,Km2,Drought,Drought,--,0,20000,0,,2000-9881
01/01/2001,22/03/2001,"Bolivia (Plurinational State of)",BOL,"Beni, Chuquisaca, Cochabamba, La Paz, Oruro, Pando, Potosi, Santa Cruz, Tarija provinces",,,119163,Km2,Flood,"Riverine flood",--,41,357250,121000,,2001-0029
/07/2001,/07/2001,"Bolivia (Plurinational State of)",BOL,"La Paz, Oruro, Cochabamba, Potosi provinces",,,-5.6,°C,"Extreme temperature ","Cold wave",--,9,5,0,,2001-0482
19/02/2002,21/02/2002,"Bolivia (Plurinational State of)",BOL,"La Paz city (Murillo district, La Paz province)",,,,Km2,Flood,"Riverine flood",Rain,76,5146,100000,,2002-0110
/06/2002,/07/2002,"Bolivia (Plurinational State of)",BOL,"Sur Lipez, Nor Lipez, Enrique Baldivieso, Antonio Quijarro districts (Potosi province)",,,,Kph,Storm,"Convective storm",--,20,12085,0,,2002-0422
17/08/2002,17/08/2002,"Bolivia (Plurinational State of)",BOL,"Sama, Tucumilla, Iscayachi, Lazareto, San Andres, Victoria, Coimata, Erquis Norte, Sur villages (Cercado district, Tarija province)",,,150,Km2,Wildfire,"Forest fire",--,0,0,0,,2002-0525
03/01/2003,08/01/2003,"Bolivia (Plurinational State of)",BOL,"Cochabamba, Santa Cruz provinces",,,19480,Km2,Flood,"Riverine flood",--,1,6500,0,,2003-0012
21/01/2003,22/01/2003,"Bolivia (Plurinational State of)",BOL,"La Paz city (Murillo district, La Paz province)",,,210,Km2,Flood,"Flash flood","Slide (land, mud, sn",4,6025,0,,2003-0047
31/03/2003,31/03/2003,"Bolivia (Plurinational State of)",BOL,"Chima town (Larecaja province, La Paz department)",,,,,Landslide,Landslide,--,69,1001,0,,2003-0153
22/12/2003,22/01/2004,"Bolivia (Plurinational State of)",BOL,"Trinidad city (Cercado district, Beni province), Villa Tunari city (Chapare district, Cochabamba province), La Paz, El Alto cities (Murillo district, La Paz province), Cochabamba city (Cercado district, Cochambamba province)",,,8230,Km2,Flood,"Riverine flood","Broken Dam/Burst ban",69,45004,1000,,2003-0621
/10/2004,//2005,"Bolivia (Plurinational State of)",BOL,"Beni, Chuquisaca, Cochabamba, Santa Cruz, Tarija provinces",,,,Km2,Drought,Drought,--,0,55000,0,,2004-9576
/09/2005,/09/2005,"Bolivia (Plurinational State of)",BOL,"Beni, Pando provinces",,,1000,Km2,Wildfire,"Forest fire",--,0,3000,0,,2005-0538
01/01/2006,01/01/2006,"Bolivia (Plurinational State of)",BOL,"El Salao (El Torno municipality, Andrés Ibanez distict, Santa Cruz provincia)",,,,Km2,Flood,"Riverine flood",Explosion,0,504,0,,2006-0015
25/01/2006,17/04/2006,"Bolivia (Plurinational State of)",BOL,"Trinidad city (Cercado district, Beni province), San Borja, Rurrenabaque cities (General Jose Ballivi district, Beni province), Riberalta city (Vaca Diez district, Beni province), Viloma city (Quillacollo district, Cochabamba province), Tiraque district (Cochabamba province), La Paz city (Murillo district, La Paz province), Luribay city (Loayza district, La Paz province), Papel Pampa, San Pedro de Curahuara municipalities (Gualberto Villarroel district, La Paz province), Los Yungas (Sur Yungas, Nor Yungas, Caranavi districts, La Paz province), Jorochito, Tiquipaya, Pailas, El Espino cites (Andres Ibanez district, Santa Cruz province), Boyuibe city (Cordillera district, Santa Cruz province), Cuatro Canadas, San Julian municipalities (Nuflo de Chavez district, Santa Cruz province), Okinawa city (Warnes district, Santa Cruz province), Villa Montes municipality (Gran Chaco district, Tarija province), Chuquisaca, Pando, Potosi provinces",-16.03,-63.43,955800,Km2,Flood,"Riverine flood","Slide (land, mud, sn",25,126096,35000,,2006-0039
10/01/2007,01/05/2007,"Bolivia (Plurinational State of)",BOL,"Beni, Chuquisaca, Cochabamba, La Paz, Oruro, Pando, Potosi, Santa Cruz, Tarija provinces",-16.97,-61.96,801000,Km2,Flood,"Riverine flood","Slide (land, mud, sn",40,339495,90000,,2007-0042
/02/2007,/02/2007,"Bolivia (Plurinational State of)",BOL,,,,,Vaccinated,Epidemic,"Viral disease",--,1,228,0,Dengue,2007-0065
/07/2007,/07/2007,"Bolivia (Plurinational State of)",BOL,"La Paz province",,,,°C,"Extreme temperature ","Severe winter conditions",Snow/ice,0,0,0,,2007-0263
15/12/2007,20/02/2008,"Bolivia (Plurinational State of)",BOL,"Beni, Chuquisaca, Cochabamba, La Paz, Oruro, Pando, Potosi, Santa Cruz,Tarija provinces",-17.66,-65.3,218600,Km2,Flood,"Riverine flood","Broken Dam/Burst ban",75,485000,500000,,2007-0652
/01/2008,/02/2008,"Bolivia (Plurinational State of)",BOL,"Cochabamba, Pando, Santa Cruz, Beni",,,,Vaccinated,Epidemic,"Viral disease",--,0,204,0,Dengue,2008-0049
08/11/2008,09/11/2008,"Bolivia (Plurinational State of)",BOL,"San Lorenzo town (Mendez district, Tarija province), Uriondo  town (Avilez district, Tarija province), Cercado district (Tarija province)",,,,Kph,Storm,"Convective storm",Hail,0,6655,0,,2008-0533
/10/2008,17/06/2009,"Bolivia (Plurinational State of)",BOL,"Santa Cruz de la Sierra, Beni, Cochabamba, Chuquisaca, La Paz, Oruro, Pando, Potosi, Tarija",,,,Vaccinated,Epidemic,"Viral disease",--,27,6998,0,Dengue,2008-0660
/12/2008,//2009,"Bolivia (Plurinational State of)",BOL,"La Paz, Oruro, Tarija, Chuquisaca, Santa Cruz provinces",,,,Km2,Drought,Drought,--,0,27500,0,,2008-9661
12/02/2009,23/02/2009,"Bolivia (Plurinational State of)",BOL,"Capinota district (Cochabamba province)",-18.76,-62.62,167900,Km2,Flood,"Riverine flood",--,0,63000,0,,2009-0110
01/01/2010,13/01/2010,"Bolivia (Plurinational State of)",BOL,"Beni, Chuquisaca, Cochabamba, La Paz and Santa Cruz provinces",-17.83,-63.6,102200,Km2,Flood,"Riverine flood",--,26,227860,0,,2010-0023
/07/2010,/07/2010,"Bolivia (Plurinational State of)",BOL,"Santa Cruz province",,,4,°C,"Extreme temperature ","Cold wave",--,4,0,0,,2010-0294
/08/2010,/08/2010,"Bolivia (Plurinational State of)",BOL,"Beni, Pando, Santa Cruz, Cochabamba, La Paz provinces",,,,Km2,Wildfire,"Forest fire",--,0,300,0,,2010-0421
/11/2010,/12/2011,"Bolivia (Plurinational State of)",BOL,"Trinidad, Guayaramerin, Santa Ana, Riberalta, San Ignacio de Moxos, San Borja, Magdalena, La Paz, Santa Cruz, Beni, Chuquisaca, Cochabamba, Oruro, Pando, Potosi, Tarija, Yacapani, San Juan de Yacapani, San Carlos",,,,Vaccinated,Epidemic,"Viral disease",--,29,25236,0,Dengue,2010-0680
/06/2010,/09/2010,"Bolivia (Plurinational State of)",BOL,"Santa Cruz, Tarija, Chuquisaca provinces",,,,Km2,Drought,Drought,--,0,62500,100000,,2010-9253
14/02/2011,11/04/2011,"Bolivia (Plurinational State of)",BOL,"Beni, Chuquisaca, Cochabamba, La Paz provinces",-16.465,-65.6,122139,Km2,Flood,"Riverine flood","Slide (land, mud, sn",52,88825,20000,,2011-0040
26/02/2011,26/02/2011,"Bolivia (Plurinational State of)",BOL,"La Paz city (Murillo province, La Paz department)",,,,,Landslide,Landslide,--,0,4000,0,,2011-0107
/01/2012,/02/2012,"Bolivia (Plurinational State of)",BOL,"Beni, Chuquisaca, Cochabamba, La Paz, Oruro, Pando, Potosi, Santa Cruz, Tarija provinces",,,,Km2,Flood,"Riverine flood",--,13,69085,0,,2012-0051
28/01/2013,27/02/2013,"Bolivia (Plurinational State of)",BOL,"Beni, Chuquisaca, Cochabamba, La Paz, Oruro, Pando, Potosi, Santa Cruz, Tarija provinces",,,,Km2,Flood,"Riverine flood",Lightening,25,145000,2500,,2013-0057
